,date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,consumer_comlaint_code,company_public_response,company,state,zip_code,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed,complaint_id
14,2022-11-04,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"This is regarding CFPB complaints # XXXX, XXXX, XXXX, and XXXX. 

Attached are the proofs. 

XXXX XXXX letter proves that identifying information on the wire to apply the payoff balance on XX/XX/22. 
The error was on Wells FargoXXXX. 
While waiting for resolution, I paid {$2000.00} on XX/XX/22, {$1600.00} + {$1600.00} + {$61000.00} on XX/XX/22, which is more than {$66000.00} I owed per XXXX. 
Honor the XX/XX/22 payoff balance as promised and promptly refund me the overpaid amount.",Mortgage/ payments,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,CA,95128,NA,Consent provided,Web,2022-11-04,Closed with explanation,Yes,N/A,6165146
15,2022-11-03,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"Case # XXXX refers. 

WellsFargo continues to double down on their wrong Escrow account calculation in response to my enquiries. 

Please note that my monthly mortgage statements support that during XXXX, I made payments to Wells Fargo in the amount of {$18000.00}. 
Funds paid into Escrow = {$10000.00} Escrow Disbursements = {$6300.00} Instead of correcting their error or clearly explaining how the ending balance in my Escrow account for XXXX became {$1200.00}, Wells Fargo continued to send pages of irrelevant information. 
By generating false foreclosure letters to justify attorney fees and claiming they were unable to locate calls made from a branch by an employee ( XXXX ) to a Vice President dispute resolution. A fact that was confirmed in their system when I went back to the branch in XXXX. WellsFargo has again shown lack of transparency in handling my Escrow account...",Foreclosure process,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,GA,30093,NA,Consent provided,Web,2022-11-03,Closed with explanation,Yes,N/A,6161827
16,2022-11-02,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"We have completed a complaint with your agency before about this same problem with Wells Fargo Home Mortgage Company. 4 times, we have contacted Wells Fargo Home Mortgage Company about our missed payments during COV-19 Forbearance. We advised them 4 times that the payments were Deferral to the end of the loan, but we keep getting harassment letters NOW for full payment. We don't know if Wells Fargo Home Mortgage was supposed to send us a letter or something to complete for the deferral payments, but now we are getting more letters from Wells Fargo Home Mortgage ( 2-3 ) letters weekly even now letters from a collection 's agency. Please Help with this problem. 

Ps. The telephone calls stopped now Letters picked up. We signed a letter for limit contact from Wells Fargo, but they keep playing games with these harassing letters ( 2XXXX ) letters weekly.",Mortgage/ payment assistance,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,FL,32222,NA,Consent provided,Web,2022-11-02,Closed with explanation,Yes,N/A,6151292
17,2022-11-02,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"I have called Wells Fargo in the past about our PMI payments. It was my understanding that we needed to pay a certain amount of our mortgage down. By the time I got them to take off the PMI, we had reached a loan to value ratio of XXXX XXXX. It is my understanding that, by law, the mortgage company is supposed to cancel the PMI aXXXX XXXX XXXX  XXXX. Wells Fargo will not reimburse me or give me credit for all the extra PMI payments I made.",PMI,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,MS,39629,NA,Consent provided,Web,2022-11-02,Closed with explanation,Yes,N/A,6157030
18,2022-11-01,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"Information continues to change. Principal balance increases. I fear for my life here. This is all happening while Im going through a fraudulent divorce. They are trying to take my kids away.

Mortgage XXXX {$200000.00} balance",Mortgage/ interest,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,KS,66223,NA,Consent provided,Web,2022-11-01,Closed with explanation,Yes,N/A,6146792
19,2022-11-01,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"Increasing mortgage. No past due payments. Little decreases. 

Mortgage XXXX - $ {$1400.00} due XX/XX/2022 Today is Monday XX/XX/2022 2022",Mortgage/ interest,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,KS,66223,NA,Consent provided,Web,2022-11-01,Closed with explanation,Yes,N/A,6146830
20,2022-10-30,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"14 years of Foreclosure with Wells Fargo I am writing to you today to make you aware of my case and situation regarding Wells Fargo bank. I am going to try and give you the short version. We bought land in XXXX, in a small unincorporated town in Texas, called XXXX. XXXX acres ( XXXX -lot one is XXXX plus acres with house and lot XXXX is XXXX plus acres of barre land ), which some people called a swamp. we had a vision to build a log home on the secluded acreage. We cleared the land and did most of the work ourselves. A lot has happened since XXXX of XXXX when I missed my first payment with Wells Fargo. I have never entered into an agreement with XXXX XXXX and did not have a mortgage with them. I have refinanced my mortgage in XXXX with XXXX home loan. The interest rate at the time was 8.75 %. Wells Fargo bought it in a land grab sight unseen. See Amendment # 1 After losing my job in XXXX, my husband was on XXXX, so I was the principal bread winner of the family. I have XXXX XXXX, XXXX of which joined the military in the same year, and I was featured in the XXXX morning news. By XXXX I was in foreclosure and begged them for assistance. I had even told them that I had equity in the home, they could use to refinance and put the payments in the back of the note. They had offered to take on the back taxes we owed as well. I knew at the time this would not be a good thing, but our situation worsened. We entered into two forbearances, one in XXXX XXXX, which we made three payments on of {$6500.00}. The 2nd one was for 4 payments totaling {$9100.00} ( XXXX, XXXX, XXXX and XXXX, XXXX ). Once completed they where to modify the note. Instead they wanted yet another forebearnce. On XX/XX/XXXX we received a check for {$8200.00}. They denied the moficiation with no explanation. Not even sure how they derived at the number. IF they where so depserate to help us get caught up, why did they return money? They just wanted it to look worse than it really was... Now we are further behind then when we started working with them. 
Never did they ever live up to the promise of giving us a loan modification. Finally in XXXX of XXXX, I had enough. I called the news paper and asked if they would do another article about the military family losing their family home. The newspaper agreed and called the bank about the impending article. It wasnt 24 hours later ; we got a call from someone claiming to be the secretary to the vice president of Wells Fargo. We knew it wasnt true but at least we got their attention. We finally got the modification! They really didnt modify anything. No interest rate change, they put the past due in a silent second. 2nd mortgages are not allowed in Texas, I guess that is why it was silent? They promised to show us as current, which is what we really wanted so we could refinance with someone else. We mailed checks to Wells Fargo, not XXXX servicing company. This is where they asked us to send it to. It took them until XX/XX/XXXX to finally acknowledge that payments where being applied. See amendent # 2 and # 3 Then they said that the taxes increase, which we never got a statement from anyone to prove that. The letter of the increase was received after the date of the start date of the increase. This little amount was enough to show us late again. See Admendment # 4 and # 5 I had always made the payments via a paper check. One month when my son was getting married, I had forgotten to transfer the funds to the house paying account. I had already sent the check but by the time I realized I didnt transfer the funds the check had bounced. I called every day for almost 4 weeks to get someone to assist me. They told me since it was a paper check they where keeping it and would not resubmit it to the bank. I had to stop payment on the check and send a replacement. It even said replacement check in the notes. 
See Amendment # 6 To this day they have not recognized it was replaced. They told the courts we missed a payment making us look like dead beats who dont pay their bills. They lied to a federal judge, and no one distributed it. See Amendment # 7 On XX/XX/XXXX the attached statment shows an increase plus late fees even though we made payements in time. See amendment # 8 They also changed servicing companies without telling us. ( New loan number and everything ).

During the duration of all this, we had hired a lawyer to help us fighting them because we where not going to give up on the family home. We hired a lawyer who only got paid if we won the case. This went on for years. She sued them for ruining our credit of which we were supposed to receive XXXX dollars but we never got it. It went into the account since we still showed us as behind. See Adendment # 9 and # 10 We grew tired of the run around and I had sent a complaint into your agency. You sent the complaint to the Wells Fargo who used it against us in court. They showed that we were dissatisfied with our council. She said that we made her look bad to her other Wells Fargo clients. We were frustrated with the system. Years of being in foreclosure. We hired another attorney ; this one wanted the money we were paying on the mortgage to be paid to them. This went on for several more years. Finally on XX/XX/XXXX, I lost my husband of over 40 years. He didnt even have life insurance so I could bury him. I had to sell his belongings just to pay for the funeral. I was devastated. I had nothing ; the house was supposed to be our nest eggA month later ( 8 years after missing our first payment ), I got an email from attorney that I had lost the case. He told me I could continue to fight and appeal the decision. I couldnt do that. The Social security people stopped my husbands XXXX checks immediately. I could NOT keep fighting them, I was exhausted, and devastated. The house was not my main concern. I was trying to figure out how to move forward being single and aloneI hired yet another attorney just to help fight the foreclosure which was sure to come after they won the case. I finally decided I should move closer to work, I could not live there by myself. I turned off the power and water and moved to an apartment. They sent a company to protect their investment This company broke into the house, put a pad lock on the back door and stole property out of the outbuilding. They also stole the original plans to the house which I left on the counter. I could not prove what was stolen. I never abandoned the home. 
Fast forward to XX/XX/XXXX, I am remarried and wanted to get this elephant off my back. My new husband and I wanted to start our new life together and not have this hinder us in the future. The market values of homes rose enough where I might be able to sell it and maybe make a little profit. The bank did nothing to help. I got the pay off and they wouldnt help sell it at all. I hired the realtor and finally got a buyer in XX/XX/XXXX. It took until XXXX of XXXX, for the banks to work with us and all the red tape. All this time they where acessing late fees even though we where in a lawsuite disbuting their illegal accounting practices. They even charged attorney fees, while still in disbute. I was still fighting them when the closing occured. See amendment # 11 The buyers wanted the house bad and hung in there with me while I tried to get them to do anything! They not only made the full amount they claimed I owed ( still no statement ), plus the buyers had to pay all closing costs and the realtors fees. I got nothing!!! I feel this was a big injustice. I paid off the land ( 2 parcels, one with the house and one was bare land ). I used every favor I had to get electricians and people to help with the build. We did a lot of the work ourselves. Working day and night all for nothing! The house according to XXXX is now worth {$890000.00}, I only owed XXXX. The payoff was {$580000.00}, The sale price was {$620000.00}. The rest was fees and now the new owners have equity! Everyone made money on this house except the owners of the house!!! There is no breakdown of what all this money is for? There never was a statement of charges, just numbers on a peice of paper. Why can they get credit for things they paid and I got nothing for my orogonal invenstment and expenses? I thought I had protection with my homestead in Texas? See Pay off Amendment # 12 Whenever I asked why they would not reduce the interest rate when most Amercians ' where refiancing for a 2 % rate. I was told that the investors where not letting them do that. They where plauing a seroius game with people 's lives prior to XXXX. The investors Did XXXX 's, default swaps with Subprime mortages. I was one of them! They knew the risks, I made no deals with Wells Fargo or their investors! I thought the federal govemrment helped the mortage companies out, which the Amercian tax payers paid for. I thought we would be protected from these uethecial practices! It is my knowledge they didn't even change the title over until XXXX. How are they collecting money on loans they didn't even have titles to?

See Amendment # 13 & # 14 Not sure why I am sending this or even telling my story. It has never amounted to anything. I dont think you will ever get Wells Fargo to care. They are not a peoples bank! They are greedy and out to make money at any cost to the homeowner. I guess its time to put all these boxes of legal documents into the shredder and move on with my life. Everyone told me I should be happy I am out from under this horrific ordealIts still hard to let go. My first lawyer was right, they will never admit to any wrongdoing. Wish I would have listened instead of going through all that. I could have just given it back to them and let them sell it themselves. 
Thank you for your consideration in this matter.",Foreclosure process,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,TX,75043,Older American,Consent provided,Web,2022-10-30,Closed with explanation,Yes,N/A,6142929
21,2022-10-28,Mortgage,Conventional home mortgage,Trouble during payment process,NA,My loan principal went from XXXX to XXXX because they never moved my deferred payments to the end of my loan. They want me to pay the original principal and added in the amounts of payment I missed again for payoff. Attorney general has contacted them and theyre Ill not give me a true payoff,Mortgage/ payments,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,MN,55744,Servicemember,Consent provided,Web,2022-10-28,Closed with explanation,Yes,N/A,6140043
22,2022-10-27,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"COMPANY IS FABRICATING XXXX : XXXX ) COMPANY IS STALLING ON COMPLAINT # XXXX : CFPB DOES NOT PROVIDE FEEDBACK TO THEIR FALSE STATMENT OF NOT BEING ABLE TO CONTACT CUSTOMER. 
AS THEY HAVE REFUSED CALL ( S ) IN TGHE PAST 2 ) THIS TIME AROUND THEY RECEIVED A CAPTIONING RECORDED MESSAGE THAT THEIR CONTINUE STALEMENT TILL XXXX XXXX, 2022 ENCOMPASSING MULTI AGGRECIOUS & OVER CHARGE/ INFLATED DEMAND NOW FOR ADDITIONAL FEES IS NOT ACCEPTABLE.

3 ) THEY HAVE BEEN ADVISED THAT LEGAL AID OF SOUTHERN NEVADA ASK A LAWYER PROGRAM HAS STATED THAT WELLS FARGO HAS A EXTENSIVE REPUTATION OF ABUSING CONSUMERS THIS DELAY HAS RESULTED IN OUR REQUEST TO PUT A STAY ON ALL FUTURE MTG. PAYMENTS UNTIL THIS MATTER IS RESOLVED WITH A REFUND OF INFLATED ESCROW CLAIMS BY WELLS FARGO.

THEY HAVE RECEIVED THAT MESSAGE FOR A STAY BY A CAPTIONING RECORDED MESSAGE TODAY ( XXXX ) 4 ) PEOPLES MTG. KNEW OF THIS STRUCTURAL DAMAGE TO THE BUILDING BUT PROCEEDED TO FALSIFY DISCLOSURE TO WELLS FARGO.

WELLS FARGO INTER PURCHASED A MTG. DAMAGE PROPERTY THAT DUE TO THE EXTENSIVE DAMAGE THE PROPERTY HAS ZERO VALUE UNTIL THE ENTIRE COMPLEX IS EITHER CONDEMN OR SOLD FOR THE VALUE OF THE LAND WHICH HAS BEEN DETERMINED TO HAVE MASSIVE WATER ISSUES",Foreclosure process,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,NV,89169,Older American,Consent provided,Web,2022-11-16,Closed with explanation,Yes,N/A,6136395
23,2022-10-20,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"This is regarding CFPB complaints # XXXX, XXXX, and XXXX. 
Attached are the proofs. 

XXXX XXXX  letter proves that identifying information was there to apply the payoff balance on XX/XX/22. 
The error was on Wells FargoXXXX. 
XXXX the XX/XX/22 payoff balance as promised and promptly refund me the overpaid amount.",Mortgage/ payments,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,CA,95128,NA,Consent provided,Web,2022-10-20,Closed with explanation,Yes,N/A,6109567
24,2022-10-20,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"I have had issues with them since XX/XX/XXXX. On XXXX I requested an investigation on my account .Payments were missing from my statement. I received a letter dated XXXX it is not there procedure to provide a complete activity statement. They only send a limited statement. this letter came from XXXX XXXX Executive resolutions specl. I have been writing them from the very begining since XXXX. XXXX of XXXX I spoke with a XXXX XXXX also a ( Execut.resol specl. ) about a recast on my loan. He explained it in full detail, and he told me about some other options he stated he would get back with me. He later stated I did not qualify for the recast and ask me if I would be interested in a modification. I was frustrated. Now XX/XX/XXXX it appeared that i was having some difficulties with paying my mortgage. I still did not see what the saw. I requested a XXXX. I was assigned an home preservation special. name XXXX XXXX, XXXX XXXX, and XXXX XXXX. I sent in everything that was asked. They sent some one to my home a evaluation was completed on XX/XX/XXXX. The appraisal report valuing my home at {$230000.00} the XXXX. was accepted. I was told by the home pres. specialist XXXX that i was accepted, not to make a payment because things would be different. She would get things done and inform me of the date of my XXXX payment. Fast forward I am on the XXXX. owning a balloon payment of XXXX on XXXX XXXX i wrote letters about several issues XXXX was some one cancelled my home insurance and failed to inform me, missing late payments, and extra charges that I am not aware of. I got letters the same week all saying the exact same thing we have determined your concerns were previously addressed .letters dated XX/XX/XXXX, & XX/XX/XXXX from XXXX XXXX lead Escalations spec. Now my credit is being effected I wrote another letter XXXX asking about that, on XX/XX/XXXX i got a letter stating they are looking into it I was sent their same statement that they seen to always send. I called the center because I could not understand it, it was not self explanatory never was the customer serv. person walked me through it. I kept calling and writing for explanation. I called and spoke with XXXX XXXX we went over the statement and she saw the extra payments that were sent she told me she needed to do more research and would get back with me. XX/XX/XXXX I called her back left voice messages and on XX/XX/XXXX she called me the phone rang once and when i called her right back I had to leave a messg. i left several messgs this time I called and asked to speak with a supervisor. I was connected to lead Executive spec and he was very rude and nasty with me. I got a letter the next day stating the exact same thing. Please investigate this issue. I had this mortgagee for over 30 years and I am having serious problems. I can be reached at XXXX. my home address is XXXX XXXX XXXX XXXX.",Mortgage/ payments,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,NC,28212,NA,Consent provided,Web,2022-10-20,Closed with explanation,Yes,N/A,6110031
25,2022-10-20,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"I was alerted my credit score had dropped XXXX points. Turns out wells fargo home mortgage cancelled my auto debit and my mortgage is past due. Soon as we discovered this I called wells fargo who allege we cancelled the auto debit? I asked why i receieved no calls, letters, emails or ANY CORRESPONDENCE at all alerting me before wrecking my credit and they fabricated that I had a do not call on file?? I HAD a very high credit score and of course would want my home mortgage company to contact me if needed. Wells fargo also had no reason why they didnt send a letter or an email notifying my i was delinquent. Certainly thats a legal compliance violation, zero notice prior to reporting past due to the credit bureaus. I tried contacting them and paid them as soon as we discovered the situation but they offered zero help on fixing my credit even though they acknowledge they did zero due diligence to contact me regarding being past due. All i want is the right thing done and my credit score fixed due to lack of notice on their end.",Mortgage/ payments,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,RI,2919,NA,Consent provided,Web,2022-10-20,Closed with non-monetary relief,Yes,N/A,6111335
26,2022-10-15,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"WELLS FARGO WAS ORDERED AND FINED AS A RESULT OF ILLEGAL ACTIVITIES WITH CUSTOMER RATE LOCK. THIS ORDER BY OCC AND CFPB STARTED IN XXXX. 
WELLS FARGO NEVER ADMITS ANY GUILT. INSTEAD HAVE BEEN ALLOWED TO PAY THEIR WAY OUT OF EVERY ILLEGAL ACTIVITY. 

ON XX/XX/XXXX WELLS FARGO ISSUED ME A CHECK IN THAT TOTALS THE AMOUNT : OF : {$1200.00} - CLAIMS THIS WAS RATE LOCK EXTENSION FEE {$750.00} - CLAIMS THIS WAS THE TOTAL AMOUNT OF INTEREST {$170.00} - THIS WAS TO BE AN INCONVENIENCE FEE. 
{$2200.00} - TOTAL AMOUNT WELLS FARGO IS ADMITTING NO GUILT AND STATING THAT MY CASE MAY NOT HAVE NEEDED TO BE INCLUDED IN THE RATE LOCK REFUNDS, SO I AM SUPPOSE TO BE GRATEFUL AND BOW TO THEIR WILL THAT THEY ARE SENDING ME THIS REFUND OUT OF THE KINDNESS OF THEIR MORTGAGING SERVICING HEARTS. 

WELLS FARGO THEN SENT ME A 1098-R SHOWING {$2000.00} AS THE TOTAL REFUND OF OVER PAID INTEREST. WELLS FARGO THEN SENT A CORRECTED 1098-R WITH THE CORRECT AMOUNT OF {$750.00}, WHICH WELLS FARGO STATES WAS THE CORRECT INTEREST REFUND. I HAVE A COPY OF THE NEW 1098-R AND THE BOX MARKED "" CORRECTED '' IS NOT CHECKED. 

WELLS FARGO WAS ASKED TO PROVIDE A DETAILED ACCOUNT OF * HOW THE RATE LOCK AMOUNT WAS CALCULATED ( DETAILED ) * HOW THE INTEREST RATE WAS CALCULATED AND THE RATE USED. 
XXXXAN ACCOUNT OF WHAT MADE WELLS FARGO THINK THAT {$170.00} WAS WHAT I WAS WORTH AS AN INCONVENIENCE PAYMENT FOR THE TIME I DID NOT HAVE THESE FEES. 

WELLS FARGO HAS REFUSE TO DETAIL AND PROVIDE THE INFORMATION I DEMANDED. THIS LEGAL ACTION FOR WELLS FARGO TO REFUND CUSTOMERS AS A RESULT OF THE RATE LOCK WAS ISSUED IN XXXX. 

ON XX/XX/XXXX WELLS FARGO HAS SENT ME ANOTHER CHECK IN THE AMOUNT OF {$110.00} INDICATING THE FOLLOWING. : "" WE HAVE MADE THE DECISION TO REFUND AN ADDITIONAL AMOUNT FOR THE INCREASED COST THAT YOU MAY HAVE INCURRED RELATED TO CLOSING FEES AS A RESULT OF A RATE LOCK EXTENSION FEE BEING ASSESSED : {$62.00} FOR THE ADDITIONAL COST {$39.00} INTEREST ON THE INCREASED COST RELATED TO CLOSING FEES. 
WELLS FARGO STATES : "" WE ADDED THE AMOUNT FOR THE ADDITIONAL TIME THESE FUNDS WERE NOT AVAILABLE. 

WELLS FARGO MAKES UP ANY EXCUSE. WHAT IS THIS {$62.00} FOR ADDITIONAL COST SUPPOSE TO MEAN? NOTHING! ALL LIES. WELLS FARGO SHOULD NOT BE MAKING THE DECISION OF WHAT TO REFUND CUSTOMERS FOR THEIR ILLEGAL ACTIVITIES, WHICH WELLS FARGO NEVER ADMITS TO. THEREFORE, THIS ADDITIONAL CHECK, I WANT WELLS FARGO ORDERED TO PROVIDED A DETAILED EXPLANATION OF HOW THEY ARRIVED AT THIS AMOUNT. AND WITHOUT INTERVENTION FROM CFPB OR OCC. 
WELLS FARGO HAS BEEN ORDERED TO NOT CONTACT ME DIRECTLY FOR ANY REASON. I HAVE DEMANDED THAT WELLS FARGO CEASE ALL HARASSING PHONE CALLS, LETTERS WITH EXCUSE AND ERRORS OF HOW MY MORTGAGE ACCOUNT HAS BEEN MISHANDLED. I AM TO RECEIVE MONTHLY STATEMENTS AN ANNUAL 1098-TAX FORM. 
TO DATE WELLS FARGO OWES ME : 1. THE ENTIRE CLOSING COST I WAS CHARGED IN XXXX, WHEN THE LOAN WAS A 3-STEP PROCESS THAT INCLUDED "" NO CLOSING COST '' 2. A TOTAL OF ALL ESCROW SHORTAGE AMOUNT DEMANDED THAT I PAY WELLS FARGO FROM XXXX THROUGH XXXX, WHERE WELLS FARGO CLAIMED THE SECOND HALF OF PROPERTY TAXES WERE DUE IN XXXX WHEN THE SECOND HALF OF PROPERTY TAXES ARE DUE IN XXXX. WELLS FARGO CONFIRMS THIS BY DEDUCTING THE SECOND HALF OF PROPERTY TAXES FROM THE ESCROW BALANCE OF THE MONTH OF XXXX, AND ENTER A XXXX DATE. THE ESCROW BALANCE SHOWN ON XXXX MONTHLY STATEMENTS THROUGH THE END OF EACH YEAR IS CONFIRMATION THAT THE ESCROW BALANCE ARE DEDUCTED FROM THE XXXX MONTHLY STATEMENT. 
WELLS FARGO, CASE SPECIALIST HAS STATED THAT SHE AUDITED MY ENTIRE ESCROW ACCOUNT AND FOUND THAT NO PHYSICAL SHORTAGE EVER EXISTED. THIS IS IN HER NOTES. AND WELLS FARGO IS TO BE HELD ACCOUNTABLE. 
THE CASE SPECIALIST NAME IS "" XXXX XXXX '' PRESENTLY THERE ARE 7,296 ATTORNEYS IN THE STATE OF OHIO AND 714 LAW FIRMS. WELLS FARGO HOME MORTGAGE IS GOING TO BE HELD ACCOUNTABLE FOR THE MISMANAGEMENT OF MY ACCOUNT. I WILL CONTACT EACH ONE. AND EVERY ORGANIZATION THAT MONITORS WELLS FARGO 'S ACTIONS. WELLS FARGO HAS NOT COMPLIED WITH RESPA LAWS, BUT INSULT MY INTELLIGENCE AND WRITE TO ME AS IF I AM A SECOND CLASS CITIZEN.BY SAYING THAT WELLS FARGO COMPLIES WITH ALL RESPA LAWS. ISSUING A DISBURSEMENT IN ADVANCE TO CREATE AN ESCROW SHORTAGE AND USING THESE FUND TO INCREASE REVENUE FOR WELLS FARGO IS ILLEGAL. 
I AM NOT GOING AWAY. 

SO, LET 'S SEE WHICH ON OF CHARLES SCHARF 'S CEO MINION HE IS GOING TO ASSIGN THIS COMPLAINT TO. CHARLES SCHARF HAS IGNORED MY DIRECT COMPLAINTS TO HIS ATTENTION. INSTEAD I RECEIVED LETTERS FROM CLERICAL PEOPLE STATING THE CHARLES SCHARF HAS AUTHORIZED THEM TO SPEAK FOR HIM. 
I CAN PROVIDE MY TOTAL CLOSING COST AND THE TOTAL AMOUNT OF ESCROW SHORTAGE FROM XXXX THROUGH XXXX, IF NECESSARY. WELLS FARGO HAS ALL OF THIS INFORMATION. AND I AWARE THAT I AM DUE THESE FUNDS. 
AS AN ASIDE : THE LOAN OFFICER THAT PROCESSED MY LOAN WAS TERMINATED. I CLOSED ON XX/XX/XXXX. SHE WAS TERMINATED BY XX/XX/XXXX. 

IT IS TIME FOR FULL ACCOUNTABILITY FOR WELLS FARGO HOME MORTGAGE. SO IT APPEARS THAT WELLS FARGO IS SCALING DOWN THE MORTGAGE LOAN BUSINESS ANS SELLING LOANS TO OTHER COMPANIES. I DO NOT CARE. WELLS FARGO OWES ME. I PLAN TO GET MY MONEY. OR DIE TRYING. ENOUGH IS ENOUGH. 

WHO IN THE XXXX HAS AN ESCROW SHORTAGE EVERY YEAR.!! AND THE ABOVE IS JUST PART OF THE WELLS FARGO RESPA VIOLATION.",Mortgage/ closing process,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,OH,44143,NA,Consent provided,Web,2022-10-15,Closed with explanation,Yes,N/A,6090329
27,2022-10-13,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"WELLS FARGO AS CONFIRMED WITH XXXX XXXX XXXX XXXX  NEVADA ASK A LAWYER PROGRAM HAS A HORRIBLE REPUTATION IN ABUSE TO CONSUMERS & NEITHER THE COURTS, LEGAL AID ENTITIES, DISABILITY ENTITIES, GOVERNMENT, CIVIL LEADERS OR POLITICAL PARTIES SEEK TO REVERSE THIS ABUSE. 
FOR NEARLY 4 YEARS WELLS FARGO HAS BEEN TOLD THAT THEY ACQUIRED A MORTGAGE FROM XXXX XXXX. THAT WAS INVOLVED WITH A STRUCTURALLY DEFECTIVE PROPERTY ( XXXX XXXX ) THAT WAS REPORTED PRIOR TO EITHER XXXX FLORIDA OR XXXX NEVADA WHERE XXXX & XXXX DEATHS OCCURED. 
WELLS FARGO CONTINUED TO ABUSE THIS MTG. WITH CLAIMS OF ESCROW SHORTAGES WITH A FALSE NARRATIVE OF SLIDING NUMBERS THAT IS NOT SUPPORTED BY FACTS. 
THE MOST CURRENT FACTS IS THAT XXXX XXXX XXXX PROPERTY THAT SHOULD BE DEMOLISH WITH A DISCOUNT THAT WELLS WILL AVOID OBSERVING. THIS DISCOUNT SHOULD RESULT IN A RETROACTIVE DISCOUNT & REFUND IN ALL ESRCOW CATAGORIES FROM VALUE TO TAXES, TO COST OF INSURANCE -- -- -- -- -- -- -- RESULTING IN A HEAVTY REFUND DATING BACK TO 2018 WHEN THE DAMAGE WAS 1ST REPORTED WELLS FARGO PAYS OUT XXXX XXXX ( SEE ATTACHED ) FOR EVICTIONS TO AVOID COURT "" OFF THE BACK OF OTHERS '' BUT FORCE OTHERS TO FILE LITIGATION THAT WELLS FARGO SHOULD PURSUE IN BEING FALSELY SOLD A DEFECTIVE PROPERTY. DISCLOSURE LAWS WHERE NOT PROPERLY ENFORCED FROM XXXX TO WELLS. PLEASE REVIEW ATTACHED -TO INLCUDE DISCOUNT STATEMENT FROM XXXX XXXX XXXX 
THIS INCREASE ANNOUNCED BY WELLS SHOULD BE STAY -BUT ALSO REVOACTIVELY CHANGE BACK TO WHEN THEY ACQUIRED THE MORTGAGE FROM XXXX 
XXXX XXXX XXXX XXXX XXXX XXXX XXXX HAS FAILED TO PROVIDE PROPER COVERAGE OF A CLAIM FILED.",Escrow issues,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,NV,89169,Older American,Consent provided,Web,2022-10-13,Closed with explanation,Yes,N/A,6082961
28,2022-10-11,Mortgage,Conventional home mortgage,Trouble during payment process,NA,"Respected Commissioner 1. I have requested the Wells Fargo bank for PMI cancellation and the bank advised me to take an appraisal done by its own chosen company ( details are attached ). Just after making the request, I was getting multiple phone calls and mails from the bank for me to hasten the process. I was also given only 1 month time window to do the appraisal. Ultimately I have paid {$550.00} towards the fee and done the appraisal. 
2. The appraisal amount came to be nearly XXXX above my original purchase price just over a year ago, much above the 80 % threshold to get away the PMI. 
3. Upon enquiry after the appraisal, the bank refused to cancel the PMI, stating that no significant improvement has not been done on the property, and that is the only circumstances on which the PMI cancellation can be considered. 
4. I feel that the Wells Fargo bank is doing business in an unethical manner and not in good faith- a possible violation of the Truth in Lending Act. 
5. I request you to intervene. 
Thank you Sincerely XXXX XXXX",PMI,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,TX,75287,NA,Consent provided,Web,2022-10-11,Closed with explanation,Yes,N/A,6071410
